Site,Replicate,Season,Year,Nemertean,Donacidae,Dreissenidae,Mactridae,Mytilidae,Solenidae,Solecurtidae,Pharidae,Tellinidae,Veneridae,Ampharetidae,Bogueidae,Cossuridae,Cirratulidae,Capitellidae,Goniadidae,Hesionidae,Nephtyidae,Nereidae,Onuphidae,Orbiniidae,Phyllodocidae,Pilargidae,Pisionidae,Poecilochaetidae,Sabellaridae,Spionidae,Syllidae,Trochochaetidae,Tubificidae,Cypraeidae,Cochliopidae,Nassariidae,Neritidae,Olividae,Pyramidellidae,Anthuridae,Ancinidae,Leuconidae,Anamixidae,Ampeliscidae,Colomastigidae,Corophidae,Dexaminidae,Gammariidae,Haustoriidae,Ischyroceridae,Lysianassidae,Liljeborgiidae,Megaluropidae,Melitidae,Mysidae,Paguridae,Upogebiidae,Panopeidae,Peneaidae,Portunidae,Nematode,unknown amphipod,unknown decapod,unknown polychaete,Chironimidae,Anisoptera,Bug1,hipporiff,Coordinates (DMM),Temperature,Salinity,Salinity_class,Dissolved Oxygen,pH,abundance,richness,Site,Replicate,Season,Year,DF,SF,DS,H,PA,PR,OM,GC,FC,SC,PI,U,hippogriff,percent_clay,percent_silt,percent_sand
4,R3,Fall,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚29.767' W -90˚06.375',22.7,16.09,mesohaline,7.76,7.91,0,0,4,R3,Fall,2020,0,0,0,0,0,0,0,0,0,0,0,0,1,13.2297987,28.020749,58.7494746
5,R1,Fall,2020,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚33.928' W -90˚09.891',23.9,6.802,mesohaline,7.2,7.74,3,1,5,R1,Fall,2020,0,3,0,0,0,0,0,0,0,0,0,0,1,7.1531299,17.753442,75.0934696
5,R2,Fall,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚33.928' W -90˚09.891',23.9,6.802,mesohaline,7.2,7.74,3,2,5,R2,Fall,2020,1,0,0,0,0,1,0,0,0,0,0,0,1,7.1531299,17.753442,75.0934696
5,R3,Fall,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚33.928' W -90˚09.891',23.9,6.802,mesohaline,7.2,7.74,0,0,5,R3,Fall,2020,0,0,0,0,0,0,0,0,0,0,0,0,1,7.1531299,17.753442,75.0934696
6,R1,Fall,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚29.800' W -90˚02.503',24,15.01,mesohaline,6.96,7.79,2,2,6,R1,Fall,2020,1,0,0,1,0,0,0,0,0,0,0,0,1,8.6034726,18.342648,73.05388
6,R2,Fall,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚29.800' W -90˚02.503',24,15.01,mesohaline,6.96,7.79,4,2,6,R2,Fall,2020,3,0,0,1,0,0,0,0,0,0,0,0,1,8.6034726,18.342648,73.05388
6,R3,Fall,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚29.800' W -90˚02.503',24,15.01,mesohaline,6.96,7.79,4,3,6,R3,Fall,2020,2,0,0,1,0,0,0,0,0,0,0,0,1,8.6034726,18.342648,73.05388
7,R1,Fall,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚29.821' W -90˚00.614',24.5,14.75,mesohaline,7.37,7.73,0,0,7,R1,Fall,2020,0,0,0,0,0,0,0,0,0,0,0,0,1,10.7061448,23.779207,65.5146576
7,R2,Fall,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚29.821' W -90˚00.614',24.5,14.75,mesohaline,7.37,7.73,0,0,7,R2,Fall,2020,0,0,0,0,0,0,0,0,0,0,0,0,1,10.7061448,23.779207,65.5146576
7,R3,Fall,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚29.821' W -90˚00.614',24.5,14.75,mesohaline,7.37,7.73,0,0,7,R3,Fall,2020,0,0,0,0,0,0,0,0,0,0,0,0,1,10.7061448,23.779207,65.5146576
1,R1,Summer,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚19.426' W -89˚47.763',28.8,9.354,mesohaline,9.43,5.86,1,1,1,R1,Summer,2020,0,0,0,0,0,1,0,0,0,0,0,0,1,2.3809358,2.0713162,95.5477968
1,R2,Summer,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚19.426' W -89˚47.763',28.8,9.354,mesohaline,9.43,5.86,0,0,1,R2,Summer,2020,0,0,0,0,0,0,0,0,0,0,0,0,1,2.3809358,2.0713162,95.5477968
1,R3,Summer,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚19.426' W -89˚47.763',28.8,9.354,mesohaline,9.43,5.86,4,1,1,R3,Summer,2020,0,0,0,0,0,4,0,0,0,0,0,0,1,2.3809358,2.0713162,95.5477968
2,R1,Summer,2020,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚28.937' W -89˚56.933',29.7,3.072,oligohaline,NA,7.62,2,1,2,R1,Summer,2020,0,2,0,0,0,0,0,0,0,0,0,0,1,13.176932,28.531268,58.29178257
2,R2,Summer,2020,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚28.937' W -89˚56.933',29.7,3.072,oligohaline,NA,7.62,2,2,2,R2,Summer,2020,1,1,0,0,0,0,0,0,0,0,0,0,1,13.176932,28.531268,58.29178257
2,R3,Summer,2020,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚28.937' W -89˚56.933',29.7,3.072,oligohaline,NA,7.62,2,2,2,R3,Summer,2020,1,1,0,0,0,0,0,0,0,0,0,0,1,13.176932,28.531268,58.29178257
3,R1,Summer,2020,0,0,0,0,0,0,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚28.564' W -89˚56.878',30.4,4.333,oligohaline,NA,7.86,7,3,3,R1,Summer,2020,5,2,0,0,0,0,0,0,0,0,0,0,1,17.3749792,29.500928,53.12412292
3,R2,Summer,2020,0,0,0,0,0,0,0,0,2,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚28.564' W -89˚56.878',30.4,4.333,oligohaline,NA,7.86,16,3,3,R2,Summer,2020,14,2,0,0,0,0,0,0,0,0,0,0,1,17.3749792,29.500928,53.12412292
3,R3,Summer,2020,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚28.564' W -89˚56.878',30.4,4.333,oligohaline,NA,7.86,9,2,3,R3,Summer,2020,9,0,0,0,0,0,0,0,0,0,0,0,1,17.3749792,29.500928,53.12412292
4,R1,Summer,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚29.848' W -90˚6.3406',31,0.598,oligohaline,NA,8.26,0,0,4,R1,Summer,2020,0,0,0,0,0,0,0,0,0,0,0,0,1,13.2297987,28.020749,58.7494746
4,R2,Summer,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚29.848' W -90˚6.3406',31,0.598,oligohaline,NA,8.26,1,1,4,R2,Summer,2020,0,0,1,0,0,0,0,0,0,0,0,0,1,13.2297987,28.020749,58.7494746
4,R3,Summer,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,N 29˚29.848' W -90˚6.3406',31,0.598,oligohaline,NA,8.26,1,1,4,R3,Summer,2020,0,0,0,0,0,1,0,0,0,0,0,0,1,13.2297987,28.020749,58.7494746
5,R1,Summer,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚33.928 W 90˚09.910',32.4,0.313,oligohaline,NA,8.14,0,0,5,R1,Summer,2020,0,0,0,0,0,0,0,0,0,0,0,0,1,7.1531299,17.753442,75.0934696
5,R2,Summer,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚33.928 W 90˚09.910',32.4,0.313,oligohaline,NA,8.14,0,0,5,R2,Summer,2020,0,0,0,0,0,0,0,0,0,0,0,0,1,7.1531299,17.753442,75.0934696
5,R3,Summer,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚33.928 W 90˚09.910',32.4,0.313,oligohaline,NA,8.14,0,0,5,R3,Summer,2020,0,0,0,0,0,0,0,0,0,0,0,0,1,7.1531299,17.753442,75.0934696
6,R1,Summer,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚29.815' W -90˚02.503',32.4,1.366,oligohaline,NA,8.27,0,0,6,R1,Summer,2020,0,0,0,0,0,0,0,0,0,0,0,0,1,8.6034726,18.342648,73.05388
6,R2,Summer,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,N 29˚29.815' W -90˚02.503',32.4,1.366,oligohaline,NA,8.27,1,1,6,R2,Summer,2020,0,0,0,0,0,1,0,0,0,0,0,0,1,8.6034726,18.342648,73.05388
6,R3,Summer,2020,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚29.815' W -90˚02.503',32.4,1.366,oligohaline,NA,8.27,3,2,6,R3,Summer,2020,0,3,0,0,0,0,0,0,0,0,0,0,1,8.6034726,18.342648,73.05388
7,R1,Summer,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,N 29˚29.827' W -90˚00.592',31.2,2.182,oligohaline,NA,8.23,2,2,7,R1,Summer,2020,0,1,0,0,0,1,0,0,0,0,0,0,1,10.7061448,23.779207,65.5146576
7,R2,Summer,2020,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚29.827' W -90˚00.592',31.2,2.182,oligohaline,NA,8.23,4,3,7,R2,Summer,2020,2,2,0,0,0,0,0,0,0,0,0,0,1,10.7061448,23.779207,65.5146576
7,R3,Summer,2020,0,0,0,1,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚29.827' W -90˚00.592',31.2,2.182,oligohaline,NA,8.23,6,4,7,R3,Summer,2020,5,1,0,0,0,0,0,0,0,0,0,0,1,10.7061448,23.779207,65.5146576
8,R1,Summer,2020,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,N 29˚17.407' W -89˚54.427',30.2,11.68,mesohaline,7.2,8.32,84,5,8,R1,Summer,2020,1,10,71,0,0,1,0,0,0,0,0,1,1,1.34263434,0.924597,97.73277001
8,R2,Summer,2020,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.407' W -89˚54.427',30.2,11.68,mesohaline,7.2,8.32,23,2,8,R2,Summer,2020,0,1,22,0,0,0,0,0,0,0,0,0,1,1.34263434,0.924597,97.73277001
8,R3,Summer,2020,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.407' W -89˚54.427',30.2,11.68,mesohaline,7.2,8.32,22,4,8,R3,Summer,2020,1,2,17,0,0,0,1,0,0,0,0,0,1,1.34263434,0.924597,97.73277001
9,R1,Summer,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,N 29˚16.104' W -89˚57.401',30.4,13.93,mesohaline,6.53,8.75,3,3,9,R1,Summer,2020,0,1,1,0,0,0,0,0,0,0,0,1,1,1.07258349,0.5332591,98.39410596
9,R2,Summer,2020,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚16.104' W -89˚57.401',30.4,13.93,mesohaline,6.53,8.75,8,5,9,R2,Summer,2020,1,5,1,0,0,0,1,0,0,0,0,0,1,1.07258349,0.5332591,98.39410596
9,R3,Summer,2020,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚16.104' W -89˚57.401',30.4,13.93,mesohaline,6.53,8.75,4,3,9,R3,Summer,2020,1,2,0,0,0,0,1,0,0,0,0,0,1,1.07258349,0.5332591,98.39410596
10,R1,Summer,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.778' W -90˚00.966',30.5,11.52,mesohaline,6.69,8.95,13,2,10,R1,Summer,2020,12,1,0,0,0,0,0,0,0,0,0,0,1,14.3438078,24.499875,61.15632455
10,R2,Summer,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.778' W -90˚00.966',30.5,11.52,mesohaline,6.69,8.95,11,5,10,R2,Summer,2020,8,1,0,0,0,0,2,0,0,0,0,0,1,14.3438078,24.499875,61.15632455
10,R3,Summer,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,N 29˚17.778' W -90˚00.966',30.5,11.52,mesohaline,6.69,8.95,18,5,10,R3,Summer,2020,11,3,2,0,0,1,0,0,0,0,0,1,1,14.3438078,24.499875,61.15632455
11,R1,Summer,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,N 29˚17.246' W -90˚0.2776',30.9,11.71,mesohaline,7.12,9.1,9,6,11,R1,Summer,2020,4,1,2,0,0,1,1,0,0,0,0,0,1,21.93301,39.93597,38.13103378
11,R2,Summer,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.246' W -90˚0.2776',30.9,11.71,mesohaline,7.12,9.1,7,5,11,R2,Summer,2020,4,3,0,0,0,0,0,0,0,0,0,0,1,21.93301,39.93597,38.13103378
11,R3,Summer,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.246' W -90˚0.2776',30.9,11.71,mesohaline,7.12,9.1,12,4,11,R3,Summer,2020,6,9,0,0,0,0,0,0,0,0,0,0,1,21.93301,39.93597,38.13103378
12,R1,Summer,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.212' W -90˚08.380',31.3,10.38,mesohaline,6.03,8.84,3,1,12,R1,Summer,2020,3,0,0,0,0,0,0,0,0,0,0,0,1,13.249841,25.719914,61.030235
12,R2,Summer,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.212' W -90˚08.380',31.3,10.38,mesohaline,6.03,8.84,3,2,12,R2,Summer,2020,1,0,0,0,0,0,1,0,0,0,0,0,1,13.249841,25.719914,61.030235
12,R3,Summer,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.212' W -90˚08.380',31.3,10.38,mesohaline,6.03,8.84,6,4,12,R3,Summer,2020,3,0,1,0,0,1,1,0,0,0,0,0,1,13.249841,25.719914,61.030235
13,R1,Summer,2020,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚19.412' W -89˚50.460',31.6,7.96,mesohaline,6.35,9.05,7,4,13,R1,Summer,2020,2,4,0,0,0,1,0,0,0,0,0,0,1,0,0,99.9999102
13,R2,Summer,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚19.412' W -89˚50.460',31.6,7.96,mesohaline,6.35,9.05,5,3,13,R2,Summer,2020,1,0,0,0,0,3,1,0,0,0,0,0,1,0,0,99.9999102
13,R3,Summer,2020,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚19.412' W -89˚50.460',31.6,7.96,mesohaline,6.35,9.05,3,2,13,R3,Summer,2020,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,99.9999102
14,R1,Summer,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚19.236' W -89˚50.237',32.1,8.47,mesohaline,6.52,9.06,1,1,14,R1,Summer,2020,0,0,0,0,0,1,0,0,0,0,0,0,1,12.0239185,20.779487,67.19659609
14,R2,Summer,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚19.236' W -89˚50.237',32.1,8.47,mesohaline,6.52,9.06,1,1,14,R2,Summer,2020,0,1,0,0,0,0,0,0,0,0,0,0,1,12.0239185,20.779487,67.19659609
14,R3,Summer,2020,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚19.236' W -89˚50.237',32.1,8.47,mesohaline,6.52,9.06,4,4,14,R3,Summer,2020,1,2,0,0,0,1,0,0,0,0,0,0,1,12.0239185,20.779487,67.19659609
15,R1,Summer,2020,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚15.272' W -89˚58.612',32.7,11.29,mesohaline,6.49,9.07,11,6,15,R1,Summer,2020,2,4,2,0,0,0,1,0,0,0,0,0,1,15.0178421,24.425314,60.55683939
15,R2,Summer,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚15.272' W -89˚58.612',32.7,11.29,mesohaline,6.49,9.07,3,2,15,R2,Summer,2020,3,0,0,0,0,0,0,0,0,0,0,0,1,15.0178421,24.425314,60.55683939
15,R3,Summer,2020,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚15.272' W -89˚58.612',32.7,11.29,mesohaline,6.49,9.07,6,3,15,R3,Summer,2020,1,2,0,0,0,0,3,0,0,0,0,0,1,15.0178421,24.425314,60.55683939
